cod_mun,municipio
09-25-225,Tornabous
09-25-226,Torrebesses
09-25-227,"Torre de Cabdella, La"
09-25-228,Torrefarrera
09-25-230,Torregrossa
09-25-231,Torrelameu
09-25-232,Torres de Segre
09-25-233,Torre-serona
09-25-234,Tremp
09-25-238,Vallbona de les Monges
09-25-239,"Valls de Valira, Les"
09-25-240,Vallfogona de Balaguer
09-25-242,Verdú
09-25-243,Vielha e Mijaran
09-25-244,Vilagrassa
09-25-245,Vilaller
09-25-247,Vilamòs
09-25-248,Vilanova de Bellpuig
09-25-249,Vilanova de l'Aguda
09-25-250,Vilanova de Meià
09-25-251,Vilanova de Segrià
09-25-252,Vila-sana
09-25-253,"Vilosell, El"
09-25-254,Vilanova de la Barca
09-25-255,Vinaixa
09-25-901,Vall de Cardós
09-25-902,Sant Martí de Riucorb
09-25-903,"Guingueta d'Àneu, La"
09-25-904,Castell de Mur
09-25-905,Ribera d'Ondara
09-25-906,"Valls d'Aguilar, Les"
09-25-907,Torrefeta i Florejacs
09-25-908,Fígols i Alinyà
09-25-909,"Vansa i Fórnols, La"
09-25-910,Josa i Tuixén
09-25-911,"Plans de Sió, Els"
09-25-912,Gimenells i el Pla de la Font
09-25-913,Riu de Cerdanya
16-26-001,Ábalos
16-26-002,Agoncillo
16-26-003,Aguilar del Río Alhama
16-26-004,Ajamil de Cameros
16-26-005,Albelda de Iregua
16-26-006,Alberite
16-26-007,Alcanadre
16-26-008,Aldeanueva de Ebro
16-26-009,Alesanco
16-26-010,Alesón
16-26-011,Alfaro
16-26-012,Almarza de Cameros
16-26-013,Anguciana
16-26-014,Anguiano
16-26-015,Arenzana de Abajo
16-26-016,Arenzana de Arriba
16-26-017,Arnedillo
16-26-018,Arnedo
16-26-019,Arrúbal
16-26-020,Ausejo
16-26-021,Autol
16-26-022,Azofra
16-26-023,Badarán
16-26-024,Bañares
16-26-025,Baños de Rioja
16-26-026,Baños de Río Tobía
16-26-027,Berceo
16-26-028,Bergasa
16-26-029,Bergasillas Bajera
16-26-030,Bezares
16-26-031,Bobadilla
16-26-032,Brieva de Cameros
16-26-033,Briñas
16-26-034,Briones
16-26-035,Cabezón de Cameros
16-26-036,Calahorra
16-26-037,Camprovín
16-26-038,Canales de la Sierra
16-26-039,Canillas de Río Tuerto
16-26-040,Cañas
16-26-041,Cárdenas
16-26-042,Casalarreina
16-26-043,Castañares de Rioja
16-26-044,Castroviejo
16-26-045,Cellorigo
16-26-046,Cenicero
16-26-047,Cervera del Río Alhama
16-26-048,Cidamón
16-26-049,Cihuri
16-26-050,Cirueña
16-26-051,Clavijo
16-26-052,Cordovín
16-26-053,Corera
16-26-054,Cornago
16-26-055,Corporales
16-26-056,Cuzcurrita de Río Tirón
16-26-057,Daroca de Rioja
16-26-058,Enciso
16-26-059,Entrena
16-26-060,Estollo
16-26-061,Ezcaray
16-26-062,Foncea
16-26-063,Fonzaleche
16-26-064,Fuenmayor
16-26-065,Galbárruli
16-26-066,Galilea
16-26-067,Gallinero de Cameros
16-26-068,Gimileo
16-26-069,Grañón
16-26-070,Grávalos
16-26-071,Haro
16-26-072,Herce
16-26-073,Herramélluri
16-26-074,Hervías
16-26-075,Hormilla
16-26-076,Hormilleja
16-26-077,Hornillos de Cameros
16-26-078,Hornos de Moncalvillo
16-26-079,Huércanos
16-26-080,Igea
16-26-081,Jalón de Cameros
16-26-082,Laguna de Cameros
16-26-083,Lagunilla del Jubera
16-26-084,Lardero
16-26-086,Ledesma de la Cogolla
16-26-087,Leiva
16-26-088,Leza de Río Leza
16-26-089,Logroño
16-26-091,Lumbreras de Cameros
16-26-092,Manjarrés
16-26-093,Mansilla de la Sierra
16-26-094,Manzanares de Rioja
16-26-095,Matute
16-26-096,Medrano
16-26-098,Munilla
16-26-099,Murillo de Río Leza
16-26-100,Muro de Aguas
16-26-101,Muro en Cameros
16-26-102,Nájera
16-26-103,Nalda
16-26-104,Navajún
16-26-105,Navarrete
16-26-106,Nestares
16-26-107,Nieva de Cameros
16-26-108,Ocón
16-26-109,Ochánduri
16-26-110,Ojacastro
16-26-111,Ollauri
16-26-112,Ortigosa de Cameros
16-26-113,Pazuengos
16-26-114,Pedroso
16-26-115,Pinillos
16-26-117,Pradejón
16-26-118,Pradillo
16-26-119,Préjano
16-26-120,Quel
16-26-121,Rabanera
16-26-122,"Rasillo de Cameros, El"
16-26-123,"Redal, El"
16-26-124,Ribafrecha
16-26-125,Rincón de Soto
16-26-126,Robres del Castillo
16-26-127,Rodezno
16-26-128,Sajazarra
16-26-129,San Asensio
16-26-130,San Millán de la Cogolla
16-26-131,San Millán de Yécora
16-26-132,San Román de Cameros
16-26-134,Santa Coloma
16-26-135,Santa Engracia del Jubera
16-26-136,Santa Eulalia Bajera
16-26-138,Santo Domingo de la Calzada
16-26-139,San Torcuato
16-26-140,Santurde de Rioja
16-26-141,Santurdejo
16-26-142,San Vicente de la Sonsierra
16-26-143,Sojuela
16-26-144,Sorzano
16-26-145,Sotés
16-26-146,Soto en Cameros
16-26-147,Terroba
16-26-148,Tirgo
16-26-149,Tobía
16-26-150,Tormantos
16-26-151,Torrecilla en Cameros
16-26-152,Torrecilla sobre Alesanco
16-26-153,Torre en Cameros
16-26-154,Torremontalbo
16-26-155,Treviana
16-26-157,Tricio
16-26-158,Tudelilla
16-26-160,Uruñuela
16-26-161,Valdemadera
16-26-162,Valgañón
16-26-163,Ventosa
16-26-164,Ventrosa
16-26-165,Viguera
16-26-166,Villalba de Rioja
16-26-167,Villalobar de Rioja
16-26-168,Villamediana de Iregua
16-26-169,Villanueva de Cameros
16-26-170,"Villar de Arnedo, El"
16-26-171,Villar de Torre
16-26-172,Villarejo
16-26-173,Villarroya
16-26-174,Villarta-Quintana
16-26-175,Villavelayo
16-26-176,Villaverde de Rioja
16-26-177,Villoslada de Cameros
16-26-178,Viniegra de Abajo
16-26-179,Viniegra de Arriba
16-26-180,Zarratón
16-26-181,Zarzosa
16-26-183,Zorraquín
11-27-001,Abadín
11-27-002,Alfoz
11-27-003,Antas de Ulla
11-27-004,Baleira
11-27-005,Barreiros
11-27-006,Becerreá
11-27-007,Begonte
11-27-008,Bóveda
11-27-009,Carballedo
11-27-010,Castro de Rei
11-27-011,Castroverde
11-27-012,Cervantes
11-27-013,Cervo
11-27-014,"Corgo, O"
11-27-015,Cospeito
11-27-016,Chantada
11-27-017,Folgoso do Courel
11-27-018,"Fonsagrada, A"
11-27-019,Foz
11-27-020,Friol
11-27-021,Xermade
11-27-022,Guitiriz
11-27-023,Guntín
11-27-024,"Incio, O"
11-27-025,Xove
11-27-026,Láncara
11-27-027,Lourenzá
11-27-028,Lugo
11-27-029,Meira
11-27-030,Mondoñedo
11-27-031,Monforte de Lemos
11-27-032,Monterroso
11-27-033,Muras
11-27-034,Navia de Suarna
11-27-035,Negueira de Muñiz
11-27-037,"Nogais, As"
11-27-038,Ourol
11-27-039,Outeiro de Rei
11-27-040,Palas de Rei
11-27-041,Pantón
11-27-042,Paradela
11-27-043,"Páramo, O"
11-27-044,"Pastoriza, A"
11-27-045,Pedrafita do Cebreiro
11-27-046,Pol
11-27-047,"Pobra do Brollón, A"
11-27-048,"Pontenova, A"
11-27-049,Portomarín
11-27-050,Quiroga
11-27-051,Ribadeo
11-27-052,Ribas de Sil
11-27-053,Ribeira de Piquín
11-27-054,Riotorto
11-27-055,Samos
11-27-056,Rábade
11-27-057,Sarria
11-27-058,"Saviñao, O"
11-27-059,Sober
11-27-060,Taboada
11-27-061,Trabada
11-27-062,Triacastela
11-27-063,"Valadouro, O"
11-27-064,"Vicedo, O"
11-27-065,Vilalba
11-27-066,Viveiro
11-27-901,Baralla
11-27-902,Burela
12-28-001,"Acebeda, La"
12-28-002,Ajalvir
12-28-003,Alameda del Valle
12-28-004,"Álamo, El"
12-28-005,Alcalá de Henares
12-28-006,Alcobendas
12-28-007,Alcorcón
12-28-008,Aldea del Fresno
12-28-009,Algete
12-28-010,Alpedrete
12-28-011,Ambite
12-28-012,Anchuelo
12-28-013,Aranjuez
12-28-014,Arganda del Rey
12-28-015,Arroyomolinos
12-28-016,"Atazar, El"
12-28-017,Batres
12-28-018,Becerril de la Sierra
12-28-019,Belmonte de Tajo
12-28-020,Berzosa del Lozoya
12-28-021,"Berrueco, El"
12-28-022,Boadilla del Monte
12-28-023,"Boalo, El"
12-28-024,Braojos
12-28-025,Brea de Tajo
12-28-026,Brunete
12-28-027,Buitrago del Lozoya
12-28-028,Bustarviejo
12-28-029,Cabanillas de la Sierra
12-28-030,"Cabrera, La"
12-28-031,Cadalso de los Vidrios
12-28-032,Camarma de Esteruelas
12-28-033,Campo Real
12-28-034,Canencia
12-28-035,Carabaña
12-28-036,Casarrubuelos
12-28-037,Cenicientos
12-28-038,Cercedilla
12-28-039,Cervera de Buitrago
12-28-040,Ciempozuelos
12-28-041,Cobeña
12-28-042,Colmenar del Arroyo
12-28-043,Colmenar de Oreja
12-28-044,Colmenarejo
12-28-045,Colmenar Viejo
12-28-046,Collado Mediano
12-28-047,Collado Villalba
12-28-048,Corpa
12-28-049,Coslada
12-28-050,Cubas de la Sagra
12-28-051,Chapinería
12-28-052,Chinchón
12-28-053,Daganzo de Arriba
12-28-054,"Escorial, El"
12-28-055,Estremera
12-28-056,Fresnedillas de la Oliva
12-28-057,Fresno de Torote
12-28-058,Fuenlabrada
12-28-059,Fuente el Saz de Jarama
12-28-060,Fuentidueña de Tajo
12-28-061,Galapagar
12-28-062,Garganta de los Montes
12-28-063,Gargantilla del Lozoya y Pinilla de Buitrago
12-28-064,Gascones
12-28-065,Getafe
12-28-066,Griñón
12-28-067,Guadalix de la Sierra
12-28-068,Guadarrama
12-28-069,"Hiruela, La"
12-28-070,Horcajo de la Sierra-Aoslos
12-28-071,Horcajuelo de la Sierra
12-28-072,Hoyo de Manzanares
12-28-073,Humanes de Madrid
12-28-074,Leganés
12-28-075,Loeches
12-28-076,Lozoya
12-28-078,Madarcos
12-28-079,Madrid
12-28-080,Majadahonda
12-28-082,Manzanares el Real
12-28-083,Meco
12-28-084,Mejorada del Campo
12-28-085,Miraflores de la Sierra
12-28-086,"Molar, El"
12-28-087,"Molinos, Los"
12-28-088,Montejo de la Sierra
12-28-089,Moraleja de Enmedio
12-28-090,Moralzarzal
12-28-091,Morata de Tajuña
12-28-092,Móstoles
12-28-093,Navacerrada
12-28-094,Navalafuente
12-28-095,Navalagamella
12-28-096,Navalcarnero
12-28-097,Navarredonda y San Mamés
12-28-099,Navas del Rey
12-28-100,Nuevo Baztán
12-28-101,Olmeda de las Fuentes
12-28-102,Orusco de Tajuña
12-28-104,Paracuellos de Jarama
12-28-106,Parla
12-28-107,Patones
12-28-108,Pedrezuela
12-28-109,Pelayos de la Presa
12-28-110,Perales de Tajuña
12-28-111,Pezuela de las Torres
12-28-112,Pinilla del Valle
12-28-113,Pinto
12-28-114,Piñuécar-Gandullas
12-28-115,Pozuelo de Alarcón
12-28-116,Pozuelo del Rey
12-28-117,Prádena del Rincón
12-28-118,Puebla de la Sierra
12-28-119,Quijorna
12-28-120,Rascafría
12-28-121,Redueña
12-28-122,Ribatejada
12-28-123,Rivas-Vaciamadrid
12-28-124,Robledillo de la Jara
12-28-125,Robledo de Chavela
12-28-126,Robregordo
12-28-127,"Rozas de Madrid, Las"
12-28-128,Rozas de Puerto Real
12-28-129,San Agustín del Guadalix
12-28-130,San Fernando de Henares
12-28-131,San Lorenzo de El Escorial
12-28-132,San Martín de la Vega
12-28-133,San Martín de Valdeiglesias
12-28-134,San Sebastián de los Reyes
12-28-135,Santa María de la Alameda
12-28-136,Santorcaz
12-28-137,"Santos de la Humosa, Los"
12-28-138,"Serna del Monte, La"
12-28-140,Serranillos del Valle
12-28-141,Sevilla la Nueva
12-28-143,Somosierra
12-28-144,Soto del Real
12-28-145,Talamanca de Jarama
12-28-146,Tielmes
12-28-147,Titulcia
12-28-148,Torrejón de Ardoz
12-28-149,Torrejón de la Calzada
12-28-150,Torrejón de Velasco
12-28-151,Torrelaguna
12-28-152,Torrelodones
12-28-153,Torremocha de Jarama
12-28-154,Torres de la Alameda
12-28-155,Valdaracete
12-28-156,Valdeavero
12-28-157,Valdelaguna
12-28-158,Valdemanco
12-28-159,Valdemaqueda
12-28-160,Valdemorillo
12-28-161,Valdemoro
12-28-162,Valdeolmos-Alalpardo
12-28-163,Valdepiélagos
12-28-164,Valdetorres de Jarama
12-28-165,Valdilecha
12-28-166,Valverde de Alcalá
12-28-167,Velilla de San Antonio
12-28-168,"Vellón, El"
12-28-169,Venturada
12-28-170,Villaconejos
12-28-171,Villa del Prado
12-28-172,Villalbilla
12-28-173,Villamanrique de Tajo
12-28-174,Villamanta
12-28-175,Villamantilla
12-28-176,Villanueva de la Cañada
12-28-177,Villanueva del Pardillo
12-28-178,Villanueva de Perales
12-28-179,Villar del Olmo
12-28-180,Villarejo de Salvanés
12-28-181,Villaviciosa de Odón
12-28-182,Villavieja del Lozoya
12-28-183,Zarzalejo
12-28-901,Lozoyuela-Navas-Sieteiglesias
12-28-902,Puentes Viejas
12-28-903,Tres Cantos
01-29-001,Alameda
01-29-002,Alcaucín
01-29-003,Alfarnate
01-29-004,Alfarnatejo
01-29-005,Algarrobo
01-29-006,Algatocín
01-29-007,Alhaurín de la Torre
01-29-008,Alhaurín el Grande
01-29-009,Almáchar
01-29-010,Almargen
01-29-011,Almogía
01-29-012,Álora
01-29-013,Alozaina
01-29-014,Alpandeire
01-29-015,Antequera
01-29-016,Árchez
01-29-017,Archidona
01-29-018,Ardales
01-29-019,Arenas
01-29-020,Arriate
01-29-021,Atajate
01-29-022,Benadalid
01-29-023,Benahavís
01-29-024,Benalauría
01-29-025,Benalmádena
01-29-026,Benamargosa
01-29-027,Benamocarra
01-29-028,Benaoján
01-29-029,Benarrabá
01-29-030,"Borge, El"
01-29-031,"Burgo, El"
01-29-032,Campillos
01-29-033,Canillas de Aceituno
01-29-034,Canillas de Albaida
01-29-035,Cañete la Real
01-29-036,Carratraca
01-29-037,Cartajima
01-29-038,Cártama
01-29-039,Casabermeja
01-29-040,Casarabonela
01-29-041,Casares
01-29-042,Coín
01-29-043,Colmenar
01-29-044,Comares
01-29-045,Cómpeta
01-29-046,Cortes de la Frontera
01-29-047,Cuevas Bajas
01-29-048,Cuevas del Becerro
01-29-049,Cuevas de San Marcos
01-29-050,Cútar
01-29-051,Estepona
01-29-052,Faraján
01-29-053,Frigiliana
01-29-054,Fuengirola
01-29-055,Fuente de Piedra
01-29-056,Gaucín
01-29-057,Genalguacil
01-29-058,Guaro
01-29-059,Humilladero
01-29-060,Igualeja
01-29-061,Istán
01-29-062,Iznate
01-29-063,Jimera de Líbar
01-29-064,Jubrique
01-29-065,Júzcar
01-29-066,Macharaviaya
01-29-067,Málaga
01-29-068,Manilva
01-29-069,Marbella
01-29-070,Mijas
01-29-071,Moclinejo
01-29-072,Mollina
01-29-073,Monda
01-29-074,Montejaque
01-29-075,Nerja
01-29-076,Ojén
01-29-077,Parauta
01-29-079,Periana
01-29-080,Pizarra
01-29-081,Pujerra
01-29-082,Rincón de la Victoria
01-29-083,Riogordo
01-29-084,Ronda
01-29-085,Salares
01-29-086,Sayalonga
01-29-087,Sedella
01-29-088,Sierra de Yeguas
01-29-089,Teba
01-29-090,Tolox
01-29-091,Torrox
01-29-092,Totalán
01-29-093,Valle de Abdalajís
01-29-094,Vélez-Málaga
01-29-095,Villanueva de Algaidas
01-29-096,Villanueva del Rosario
01-29-097,Villanueva del Trabuco
01-29-098,Villanueva de Tapia
01-29-099,Viñuela
01-29-100,Yunquera
01-29-901,Torremolinos
15-30-001,Abanilla
15-30-002,Abarán
15-30-003,Águilas
15-30-004,Albudeite
15-30-005,Alcantarilla
15-30-006,Aledo
15-30-007,Alguazas
15-30-008,Alhama de Murcia
15-30-009,Archena
15-30-010,Beniel
15-30-011,Blanca
15-30-012,Bullas
15-30-013,Calasparra
15-30-014,Campos del Río
15-30-015,Caravaca de la Cruz
15-30-016,Cartagena
15-30-017,Cehegín
15-30-018,Ceutí
15-30-019,Cieza
15-30-020,Fortuna
15-30-021,Fuente Álamo de Murcia
15-30-022,Jumilla
15-30-023,Librilla
15-30-024,Lorca
15-30-025,Lorquí
15-30-026,Mazarrón
15-30-027,Molina de Segura
15-30-028,Moratalla
15-30-029,Mula
15-30-030,Murcia
15-30-031,Ojós
15-30-032,Pliego
15-30-033,Puerto Lumbreras
15-30-034,Ricote
15-30-035,San Javier
15-30-036,San Pedro del Pinatar
15-30-037,Torre-Pacheco
15-30-038,"Torres de Cotillas, Las"
15-30-039,Totana
15-30-040,Ulea
15-30-041,"Unión, La"
15-30-042,Villanueva del Río Segura
15-30-043,Yecla
15-30-901,Santomera
15-30-902,"Alcázares, Los"
13-31-001,Abáigar
13-31-002,Abárzuza/Abartzuza
13-31-003,Abaurregaina/Abaurrea Alta
13-31-004,Abaurrepea/Abaurrea Baja
13-31-005,Aberin
13-31-006,Ablitas
13-31-007,Adiós
13-31-008,Aguilar de Codés
13-31-009,Aibar/Oibar
13-31-010,Altsasu/Alsasua
13-31-011,Allín/Allin
13-31-012,Allo
13-31-013,Améscoa Baja
13-31-014,Ancín/Antzin
13-31-015,Andosilla
13-31-016,Ansoáin/Antsoain
13-31-017,Anue
13-31-018,Añorbe
13-31-019,Aoiz/Agoitz
13-31-020,Araitz
13-31-021,Aranarache/Aranaratxe
13-31-022,Arantza
13-31-023,Aranguren
13-31-024,Arano
13-31-025,Arakil
13-31-026,Aras
13-31-027,Arbizu
13-31-028,Arce/Artzi
13-31-029,"Arcos, Los"
13-31-030,Arellano
13-31-031,Areso
13-31-032,Arguedas
13-31-033,Aria
13-31-034,Aribe
13-31-035,Armañanzas
13-31-036,Arróniz
13-31-037,Arruazu
13-31-038,Artajona
13-31-039,Artazu
13-31-040,Atez/Atetz
13-31-041,Ayegui/Aiegi
13-31-042,Azagra
13-31-043,Azuelo
13-31-044,Bakaiku
13-31-045,Barásoain
13-31-046,Barbarin
13-31-047,Bargota
13-31-048,Barillas
13-31-049,Basaburua
13-31-050,Baztan
13-31-051,Beire
13-31-052,Belascoáin
13-31-053,Berbinzana
13-31-054,Bertizarana
13-31-055,Betelu
13-31-056,Biurrun-Olcoz
13-31-057,Buñuel
13-31-058,Auritz/Burguete
13-31-059,Burgui/Burgi
13-31-060,Burlada/Burlata
13-31-061,"Busto, El"
13-31-062,Cabanillas
13-31-063,Cabredo
13-31-064,Cadreita
13-31-065,Caparroso
13-31-066,Cárcar
13-31-067,Carcastillo
13-31-068,Cascante
13-31-069,Cáseda
13-31-070,Castejón
13-31-071,Castillonuevo
13-31-072,Cintruénigo
13-31-073,Ziordia
13-31-074,Cirauqui/Zirauki
13-31-075,Ciriza/Ziritza
13-31-076,Cizur
13-31-077,Corella
13-31-078,Cortes
13-31-079,Desojo
13-31-080,Dicastillo
13-31-081,Donamaria
13-31-082,Etxalar
13-31-083,Echarri/Etxarri
13-31-084,Etxarri Aranatz
13-31-085,Etxauri
13-31-086,Valle de Egüés/Eguesibar
13-31-087,Elgorriaga
13-31-088,Noáin (Valle de Elorz)/Noain (Elortzibar)
13-31-089,Enériz/Eneritz
13-31-090,Eratsun
13-31-091,Ergoiena
13-31-092,Erro
13-31-093,Ezcároz/Ezkaroze
13-31-094,Eslava
13-31-095,Esparza de Salazar/Espartza Zaraitzu
13-31-096,Espronceda
13-31-097,Estella-Lizarra
13-31-098,Esteribar
13-31-099,Etayo
13-31-100,Eulate
13-31-101,Ezcabarte
13-31-102,Ezkurra
13-31-103,Ezprogui
13-31-104,Falces
13-31-105,Fitero
13-31-106,Fontellas
13-31-107,Funes
13-31-108,Fustiñana
13-31-109,Galar
13-31-110,Gallipienzo/Galipentzu
13-31-111,Gallués/Galoze
13-31-112,Garaioa
13-31-113,Garde
13-31-114,Garínoain
13-31-115,Garralda
13-31-116,Genevilla
13-31-117,Goizueta
13-31-118,Goñi
13-31-119,Güesa/Gorza
13-31-120,Guesálaz/Gesalatz
13-31-121,Guirguillano
13-31-122,Huarte/Uharte
13-31-123,Uharte Arakil
13-31-124,Ibargoiti
13-31-125,Igúzquiza
13-31-126,Imotz
13-31-127,Irañeta
13-31-128,Isaba/Izaba
13-31-129,Ituren
13-31-130,Iturmendi
13-31-131,Iza/Itza
13-31-132,Izagaondoa
13-31-133,Izalzu/Itzaltzu
13-31-134,Jaurrieta
13-31-135,Javier
13-31-136,Juslapeña
13-31-137,Beintza-Labaien
13-31-138,Lakuntza
13-31-139,Lana
13-31-140,Lantz
13-31-141,Lapoblación
13-31-142,Larraga
13-31-143,Larraona
13-31-144,Larraun
13-31-145,Lazagurría
13-31-146,Leache/Leatxe
13-31-147,Legarda
13-31-148,Legaria
13-31-149,Leitza
13-31-150,Leoz/Leotz
13-31-151,Lerga
13-31-152,Lerín
13-31-153,Lesaka
13-31-154,Lezaun
13-31-155,Liédena
13-31-156,Lizoáin-Arriasgoiti
13-31-157,Lodosa
13-31-158,Lónguida/Longida
13-31-159,Lumbier
13-31-160,Luquin
13-31-161,Mañeru
13-31-162,Marañón
13-31-163,Marcilla
13-31-164,Mélida
13-31-165,Mendavia
13-31-166,Mendaza
13-31-167,Mendigorria
13-31-168,Metauten
13-31-169,Milagro
13-31-170,Mirafuentes
13-31-171,Miranda de Arga
13-31-172,Monreal/Elo
13-31-173,Monteagudo
13-31-174,Morentin
13-31-175,Mues
13-31-176,Murchante
13-31-177,Murieta
13-31-178,Murillo el Cuende
13-31-179,Murillo el Fruto
13-31-180,Muruzábal
13-31-181,Navascués/Nabaskoze
13-31-182,Nazar
13-31-183,Obanos
13-31-184,Oco
13-31-185,Ochagavía/Otsagabia
13-31-186,Odieta
13-31-187,Oiz
13-31-188,Olaibar
13-31-189,Olazti/Olazagutía
13-31-190,Olejua
13-31-191,Olite/Erriberri
13-31-192,Olóriz/Oloritz
13-31-193,Cendea de Olza/Oltza Zendea
13-31-194,Valle de Ollo/Ollaran
13-31-195,Orbaizeta
13-31-196,Orbara
13-31-197,Orísoain
13-31-198,Oronz/Orontze
13-31-199,Oroz-Betelu/Orotz-Betelu
13-31-200,Oteiza
13-31-201,Pamplona/Iruña
13-31-202,Peralta/Azkoien
13-31-203,Petilla de Aragón
13-31-204,Piedramillera
13-31-205,Pitillas
13-31-206,Puente la Reina/Gares
13-31-207,Pueyo
13-31-208,Ribaforada
13-31-209,Romanzado
13-31-210,Roncal/Erronkari
13-31-211,Orreaga/Roncesvalles
13-31-212,Sada
13-31-213,Saldías
13-31-214,Salinas de Oro/Jaitz
13-31-215,San Adrián
13-31-216,Sangüesa/Zangoza
13-31-217,San Martín de Unx
13-31-219,Sansol
13-31-220,Santacara
13-31-221,Doneztebe/Santesteban
13-31-222,Sarriés/Sartze
13-31-223,Sartaguda
13-31-224,Sesma
13-31-225,Sorlada
13-31-226,Sunbilla
13-31-227,Tafalla
13-31-228,Tiebas-Muruarte de Reta
13-31-229,Tirapu
13-31-230,Torralba del Río
13-31-231,Torres del Río
13-31-232,Tudela
13-31-233,Tulebras
13-31-234,Ucar
13-31-235,Ujué/Uxue
13-31-236,Ultzama
13-31-237,Unciti
13-31-238,Unzué/Untzue
13-31-239,Urdazubi/Urdax
13-31-240,Urdiain
13-31-241,Urraul Alto
13-31-242,Urraul Bajo
13-31-243,Urroz-Villa
13-31-244,Urroz
13-31-245,Urzainqui/Urzainki
13-31-246,Uterga
13-31-247,Uztárroz/Uztarroze
13-31-248,Luzaide/Valcarlos
13-31-249,Valtierra
13-31-250,Bera
13-31-251,Viana
13-31-252,Vidángoz/Bidankoze
13-31-253,Bidaurreta
13-31-254,Villafranca
13-31-255,Villamayor de Monjardín
13-31-256,Hiriberri/Villanueva de Aezkoa
13-31-257,Villatuerta
13-31-258,Villava/Atarrabia
13-31-259,Igantzi
13-31-260,Valle de Yerri/Deierri
13-31-261,Yesa
13-31-262,Zabalza/Zabaltza
13-31-263,Zubieta
13-31-264,Zugarramurdi
13-31-265,Zúñiga
13-31-901,Barañáin/Barañain
13-31-902,Berrioplano/Berriobeiti
13-31-903,Berriozar
13-31-904,Irurtzun
13-31-905,Beriáin
13-31-906,Orkoien
13-31-907,Zizur Mayor/Zizur Nagusia
13-31-908,Lekunberri
11-32-001,Allariz
11-32-002,Amoeiro
11-32-003,"Arnoia, A"
11-32-004,Avión
11-32-005,Baltar
11-32-006,Bande
11-32-007,Baños de Molgas
11-32-008,Barbadás
11-32-009,"Barco de Valdeorras, O"
11-32-010,Beade
11-32-011,Beariz
11-32-012,"Blancos, Os"
11-32-013,Boborás
11-32-014,"Bola, A"
11-32-015,"Bolo, O"
11-32-016,Calvos de Randín
11-32-017,Carballeda de Valdeorras
11-32-018,Carballeda de Avia
11-32-019,"Carballiño, O"
11-32-020,Cartelle
11-32-021,Castrelo do Val
11-32-022,Castrelo de Miño
11-32-023,Castro Caldelas
11-32-024,Celanova
11-32-025,Cenlle
11-32-026,Coles
11-32-027,Cortegada
11-32-028,Cualedro
11-32-029,Chandrexa de Queixa
11-32-030,Entrimo
11-32-031,Esgos
11-32-032,Xinzo de Limia
11-32-033,Gomesende
11-32-034,"Gudiña, A"
11-32-035,"Irixo, O"
11-32-036,Xunqueira de Ambía
11-32-037,Xunqueira de Espadanedo
11-32-038,Larouco
11-32-039,Laza
11-32-040,Leiro
11-32-041,Lobeira
11-32-042,Lobios
11-32-043,Maceda
11-32-044,Manzaneda
11-32-045,Maside
11-32-046,Melón
11-32-047,"Merca, A"
11-32-048,"Mezquita, A"
11-32-049,Montederramo
11-32-050,Monterrei
11-32-051,Muíños
11-32-052,Nogueira de Ramuín
11-32-053,Oímbra
11-32-054,Ourense
11-32-055,Paderne de Allariz
11-32-056,Padrenda
11-32-057,Parada de Sil
11-32-058,"Pereiro de Aguiar, O"
11-32-059,"Peroxa, A"
11-32-060,Petín
11-32-061,Piñor
11-32-062,Porqueira
11-32-063,"Pobra de Trives, A"
11-32-064,Pontedeva
11-32-065,Punxín
11-32-066,Quintela de Leirado
11-32-067,Rairiz de Veiga
11-32-068,Ramirás
11-32-069,Ribadavia
11-32-070,San Xoán de Río
11-32-071,Riós
11-32-072,"Rúa, A"
11-32-073,Rubiá
11-32-074,San Amaro
11-32-075,San Cibrao das Viñas
11-32-076,San Cristovo de Cea
11-32-077,Sandiás
11-32-078,Sarreaus
11-32-079,Taboadela
11-32-080,"Teixeira, A"
11-32-081,Toén
11-32-082,Trasmiras
11-32-083,"Veiga, A"
11-32-084,Verea
11-32-085,Verín
11-32-086,Viana do Bolo
11-32-087,Vilamarín
11-32-088,Vilamartín de Valdeorras
11-32-089,Vilar de Barrio
11-32-090,Vilar de Santos
11-32-091,Vilardevós
11-32-092,Vilariño de Conso
03-33-001,Allande
03-33-002,Aller
03-33-003,Amieva
03-33-004,Avilés
03-33-005,Belmonte de Miranda
03-33-006,Bimenes
03-33-007,Boal
03-33-008,Cabrales
03-33-009,Cabranes
03-33-010,Candamo
03-33-011,Cangas del Narcea
03-33-012,Cangas de Onís
03-33-013,Caravia
03-33-014,Carreño
03-33-015,Caso
03-33-016,Castrillón
03-33-017,Castropol
03-33-018,Coaña
03-33-019,Colunga
03-33-020,Corvera de Asturias
03-33-021,Cudillero
03-33-022,Degaña
03-33-023,"Franco, El"
03-33-024,Gijón
03-33-025,Gozón
03-33-026,Grado
03-33-027,Grandas de Salime
03-33-028,Ibias
03-33-029,Illano
03-33-030,Illas
03-33-031,Langreo
03-33-032,Laviana
03-33-033,Lena
03-33-034,Valdés
03-33-035,Llanera
03-33-036,Llanes
03-33-037,Mieres
03-33-038,Morcín
03-33-039,Muros de Nalón
03-33-040,Nava
03-33-041,Navia
03-33-042,Noreña
03-33-043,Onís
03-33-044,Oviedo
03-33-045,Parres
